video,prompt
dataset/wan22_training/easycom_processed/26-00-613_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 26-00-613"
dataset/wan22_training/easycom_processed/09-00-406_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 09-00-406"
dataset/wan22_training/easycom_processed/10-00-416_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 10-00-416"
dataset/wan22_training/easycom_processed/22-00-560_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 22-00-560"
dataset/wan22_training/easycom_processed/01-00-288_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 01-00-288"
dataset/wan22_training/easycom_processed/06-00-361_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 06-00-361"
dataset/wan22_training/easycom_processed/00-00-000_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 00-00-000"
dataset/wan22_training/easycom_processed/07-00-379_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 07-00-379"
dataset/wan22_training/easycom_processed/08-00-383_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 08-00-383"
dataset/wan22_training/easycom_processed/12-00-434_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 12-00-434"
dataset/wan22_training/easycom_processed/11-00-439_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 11-00-439"
dataset/wan22_training/easycom_processed/28-00-634_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 28-00-634"
dataset/wan22_training/easycom_processed/23-00-599_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 23-00-599"
dataset/wan22_training/easycom_processed/27-00-643_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 27-00-643"
dataset/wan22_training/easycom_processed/19-00-530_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 19-00-530"
dataset/wan22_training/easycom_processed/21-00-553_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 21-00-553"
dataset/wan22_training/easycom_processed/24-00-604_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 24-00-604"
dataset/wan22_training/easycom_processed/29-00-647_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 29-00-647"
dataset/wan22_training/easycom_processed/03-00-321_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 03-00-321"
dataset/wan22_training/easycom_processed/02-00-310_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 02-00-310"
dataset/wan22_training/easycom_processed/20-00-543_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 20-00-543"
dataset/wan22_training/easycom_processed/04-00-345_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 04-00-345"
dataset/wan22_training/easycom_processed/25-00-604_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 25-00-604"
dataset/wan22_training/easycom_processed/05-00-347_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 05-00-347"
dataset/wan22_training/easycom_processed/18-00-503_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 18-00-503"
dataset/wan22_training/easycom_processed/20-00-548_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 20-00-548"
dataset/wan22_training/easycom_processed/19-00-525_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 19-00-525"
dataset/wan22_training/easycom_processed/25-00-605_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 25-00-605"
dataset/wan22_training/easycom_processed/24-00-597_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 24-00-597"
dataset/wan22_training/easycom_processed/15-00-477_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 15-00-477"
dataset/wan22_training/easycom_processed/29-00-665_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 29-00-665"
dataset/wan22_training/easycom_processed/17-00-495_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 17-00-495"
dataset/wan22_training/easycom_processed/27-00-633_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 27-00-633"
dataset/wan22_training/easycom_processed/11-00-424_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 11-00-424"
dataset/wan22_training/easycom_processed/23-00-586_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 23-00-586"
dataset/wan22_training/easycom_processed/28-00-641_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 28-00-641"
dataset/wan22_training/easycom_processed/13-00-454_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 13-00-454"
dataset/wan22_training/easycom_processed/06-00-371_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 06-00-371"
dataset/wan22_training/easycom_processed/02-00-311_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 02-00-311"
dataset/wan22_training/easycom_processed/12-00-440_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 12-00-440"
dataset/wan22_training/easycom_processed/22-00-566_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 22-00-566"
dataset/wan22_training/easycom_processed/04-00-343_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 04-00-343"
dataset/wan22_training/easycom_processed/16-00-507_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 16-00-507"
dataset/wan22_training/easycom_processed/14-00-465_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 14-00-465"
dataset/wan22_training/easycom_processed/01-00-280_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 01-00-280"
dataset/wan22_training/easycom_processed/03-00-324_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 03-00-324"
dataset/wan22_training/easycom_processed/21-00-556_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 21-00-556"
dataset/wan22_training/easycom_processed/05-00-343_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 05-00-343"
dataset/wan22_training/easycom_processed/26-00-616_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 26-00-616"
dataset/wan22_training/easycom_processed/13-00-450_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 13-00-450"
dataset/wan22_training/easycom_processed/15-00-474_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 15-00-474"
dataset/wan22_training/easycom_processed/12-00-436_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 12-00-436"
dataset/wan22_training/easycom_processed/24-00-593_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 24-00-593"
dataset/wan22_training/easycom_processed/16-00-492_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 16-00-492"
dataset/wan22_training/easycom_processed/21-00-564_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 21-00-564"
dataset/wan22_training/easycom_processed/17-00-482_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 17-00-482"
dataset/wan22_training/easycom_processed/23-00-574_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 23-00-574"
dataset/wan22_training/easycom_processed/09-00-396_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 09-00-396"
dataset/wan22_training/easycom_processed/19-00-519_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 19-00-519"
dataset/wan22_training/easycom_processed/26-00-614_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 26-00-614"
dataset/wan22_training/easycom_processed/14-00-454_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 14-00-454"
dataset/wan22_training/easycom_processed/25-00-603_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 25-00-603"
dataset/wan22_training/easycom_processed/01-00-279_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 01-00-279"
dataset/wan22_training/easycom_processed/18-00-515_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 18-00-515"
dataset/wan22_training/easycom_processed/02-00-303_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 02-00-303"
dataset/wan22_training/easycom_processed/04-00-340_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 04-00-340"
dataset/wan22_training/easycom_processed/11-00-420_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 11-00-420"
dataset/wan22_training/easycom_processed/22-00-562_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 22-00-562"
dataset/wan22_training/easycom_processed/20-00-532_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 20-00-532"
dataset/wan22_training/easycom_processed/10-00-413_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 10-00-413"
dataset/wan22_training/easycom_processed/27-00-632_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 27-00-632"
dataset/wan22_training/easycom_processed/08-00-399_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 08-00-399"
dataset/wan22_training/easycom_processed/14-00-472_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 14-00-472"
dataset/wan22_training/easycom_processed/25-00-618_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 25-00-618"
dataset/wan22_training/easycom_processed/09-00-410_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 09-00-410"
dataset/wan22_training/easycom_processed/21-00-571_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 21-00-571"
dataset/wan22_training/easycom_processed/11-00-440_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 11-00-440"
dataset/wan22_training/easycom_processed/10-00-432_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 10-00-432"
dataset/wan22_training/easycom_processed/22-00-578_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 22-00-578"
dataset/wan22_training/easycom_processed/28-00-651_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 28-00-651"
dataset/wan22_training/easycom_processed/07-00-386_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 07-00-386"
dataset/wan22_training/easycom_processed/15-00-480_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 15-00-480"
dataset/wan22_training/easycom_processed/12-00-443_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 12-00-443"
dataset/wan22_training/easycom_processed/13-00-467_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 13-00-467"
dataset/wan22_training/easycom_processed/06-00-368_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 06-00-368"
dataset/wan22_training/easycom_processed/20-00-547_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 20-00-547"
dataset/wan22_training/easycom_processed/24-00-606_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 24-00-606"
dataset/wan22_training/easycom_processed/05-00-353_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 05-00-353"
dataset/wan22_training/easycom_processed/04-00-354_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 04-00-354"
dataset/wan22_training/easycom_processed/01-00-296_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 01-00-296"
dataset/wan22_training/easycom_processed/26-00-635_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 26-00-635"
dataset/wan22_training/easycom_processed/23-00-589_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 23-00-589"
dataset/wan22_training/easycom_processed/17-00-506_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 17-00-506"
dataset/wan22_training/easycom_processed/29-00-669_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 29-00-669"
dataset/wan22_training/easycom_processed/02-00-325_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 02-00-325"
dataset/wan22_training/easycom_processed/19-00-546_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 19-00-546"
dataset/wan22_training/easycom_processed/06-00-363_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 06-00-363"
dataset/wan22_training/easycom_processed/23-00-578_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 23-00-578"
dataset/wan22_training/easycom_processed/01-00-293_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 01-00-293"
dataset/wan22_training/easycom_processed/31-00-672_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 31-00-672"
dataset/wan22_training/easycom_processed/16-00-501_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 16-00-501"
dataset/wan22_training/easycom_processed/07-00-382_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 07-00-382"
dataset/wan22_training/easycom_processed/25-00-599_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 25-00-599"
dataset/wan22_training/easycom_processed/24-00-594_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 24-00-594"
dataset/wan22_training/easycom_processed/26-00-615_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 26-00-615"
dataset/wan22_training/easycom_processed/17-00-478_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 17-00-478"
dataset/wan22_training/easycom_processed/04-00-349_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 04-00-349"
dataset/wan22_training/easycom_processed/22-00-570_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 22-00-570"
dataset/wan22_training/easycom_processed/20-00-540_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 20-00-540"
dataset/wan22_training/easycom_processed/09-00-400_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 09-00-400"
dataset/wan22_training/easycom_processed/30-00-679_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 30-00-679"
dataset/wan22_training/easycom_processed/28-00-637_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 28-00-637"
dataset/wan22_training/easycom_processed/02-00-322_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 02-00-322"
dataset/wan22_training/easycom_processed/08-00-381_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 08-00-381"
dataset/wan22_training/easycom_processed/19-00-532_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 19-00-532"
dataset/wan22_training/easycom_processed/21-00-559_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 21-00-559"
dataset/wan22_training/easycom_processed/29-00-654_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 29-00-654"
dataset/wan22_training/easycom_processed/11-00-428_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 11-00-428"
dataset/wan22_training/easycom_processed/10-00-415_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 10-00-415"
dataset/wan22_training/easycom_processed/03-00-332_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 03-00-332"
dataset/wan22_training/easycom_processed/18-00-512_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 18-00-512"
dataset/wan22_training/easycom_processed/13-00-468_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 13-00-468"
dataset/wan22_training/easycom_processed/22-00-577_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 22-00-577"
dataset/wan22_training/easycom_processed/10-00-423_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 10-00-423"
dataset/wan22_training/easycom_processed/18-00-514_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 18-00-514"
dataset/wan22_training/easycom_processed/05-00-357_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 05-00-357"
dataset/wan22_training/easycom_processed/01-00-297_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 01-00-297"
dataset/wan22_training/easycom_processed/15-00-476_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 15-00-476"
dataset/wan22_training/easycom_processed/26-00-620_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 26-00-620"
dataset/wan22_training/easycom_processed/23-00-584_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 23-00-584"
dataset/wan22_training/easycom_processed/28-00-653_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 28-00-653"
dataset/wan22_training/easycom_processed/08-00-392_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 08-00-392"
dataset/wan22_training/easycom_processed/25-00-610_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 25-00-610"
dataset/wan22_training/easycom_processed/20-00-546_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 20-00-546"
dataset/wan22_training/easycom_processed/14-00-459_1280x704_24fps.mp4,"Two people having a conversation in an augmented reality setting, video_id: 14-00-459"
